Sale_id,Customer_id,Car_id,Salesperson_id,Branch_id,Sale_date,Sale_price,Discount_given,Financing_id
143,947,42,17,2,2023-11-15,2140615.76,9384.24,4
144,813,26,50,7,2022-05-20,4260673.86,339326.14,16
145,931,5,10,1,2022-04-19,719097.89,902.11,NULL
146,741,54,23,3,2022-01-25,1423469.57,76530.43,6
147,142,9,4,1,2024-11-17,931949.66,8050.34,NULL
148,111,38,4,1,2024-03-12,654379.19,25620.81,18
149,330,113,39,5,2024-06-01,9085282.19,414717.81,NULL
150,1185,40,18,2,2024-10-27,1086994.98,33005.02,5
151,303,40,50,7,2024-06-17,1013593.57,106406.43,NULL
152,258,65,60,8,2022-04-07,5593104.90,406895.10,6
153,443,25,35,4,2023-01-27,735810.97,24189.03,10
154,256,66,27,3,2023-05-27,1867031.36,82968.64,11
155,361,43,4,1,2023-08-13,1453240.36,16759.64,NULL
156,581,85,36,5,2022-11-03,5611032.90,288967.10,14
157,1116,53,6,1,2024-09-28,825866.47,14133.53,15
158,235,69,34,4,2023-10-15,772179.13,27820.87,NULL
159,811,29,42,5,2023-04-22,711114.94,18885.06,NULL
160,850,10,48,6,2023-01-05,916831.17,103168.83,NULL
161,651,77,27,3,2022-12-07,1334233.49,65766.51,2
162,1184,79,45,6,2024-06-11,1385167.59,114832.41,4
163,259,65,42,5,2023-10-09,5638558.36,361441.64,11
164,192,1,17,2,2023-01-23,449996.43,10003.57,NULL
165,52,20,35,4,2023-10-06,1414644.20,35355.80,NULL
166,1097,73,19,2,2024-10-22,738468.23,1531.77,5
167,1187,19,33,4,2023-02-10,1022994.34,27005.66,3
168,741,99,24,3,2023-01-03,5188368.40,211631.60,7
169,769,65,42,5,2024-03-01,5614690.26,385309.74,NULL
170,65,28,35,4,2023-08-18,979802.14,10197.86,9
171,395,58,50,7,2023-03-28,3561207.40,238792.60,NULL
172,284,5,4,1,2023-12-12,699607.19,20392.81,NULL
173,1016,50,25,3,2023-03-28,1264627.49,85372.51,13
174,639,8,10,1,2023-11-14,663779.83,16220.17,11
175,785,77,32,4,2024-10-15,1371951.08,28048.92,17
176,840,79,19,2,2023-06-04,1489205.75,10794.25,6
177,149,29,17,2,2024-02-11,709901.86,20098.14,NULL
178,1163,32,17,2,2023-08-17,1338256.98,11743.02,NULL
179,154,66,41,5,2024-05-11,1907316.40,42683.60,16
180,563,9,24,3,2023-08-08,898090.26,41909.74,19
181,946,50,57,8,2023-07-11,1231159.76,118840.24,4
182,851,35,45,6,2023-02-25,2307444.99,142555.01,13
183,931,66,19,2,2022-06-20,1941986.00,8014.00,1
184,662,73,4,1,2022-03-26,729081.17,10918.83,NULL
185,108,6,57,8,2024-02-11,717388.77,72611.23,NULL
186,349,123,24,3,2022-11-25,5538722.66,261277.34,NULL
187,916,57,51,7,2023-09-09,2634878.34,165121.66,8
188,607,42,6,1,2024-09-24,2076395.74,73604.26,NULL
189,1013,1,7,1,2023-06-16,458076.56,1923.44,19
190,1053,75,42,5,2024-09-28,767783.45,32216.55,NULL
191,745,51,19,2,2023-10-07,1944646.13,5353.87,10
192,1183,21,57,8,2022-02-01,1690109.23,209890.77,1
193,1088,34,22,3,2023-05-07,2158118.15,41881.85,17
194,904,9,12,2,2023-11-07,928945.38,11054.62,20
195,1011,18,18,2,2023-12-08,816221.84,3778.16,NULL
196,489,4,31,4,2024-09-13,599221.02,20778.98,9
197,351,42,25,3,2024-05-01,2116342.71,33657.29,20
198,626,70,23,3,2023-01-06,1358098.95,41901.05,1
199,877,24,42,5,2024-03-25,1079636.81,70363.19,16
200,1001,54,29,4,2024-08-10,1409817.69,90182.31,6
201,193,28,42,5,2024-12-09,940693.53,49306.47,15
202,723,49,9,1,2024-11-27,898076.64,21923.36,17
203,43,38,42,5,2024-03-16,671939.09,8060.91,14
204,183,30,17,2,2024-11-22,929293.18,20706.82,NULL
205,1080,29,58,8,2023-06-09,687777.46,42222.54,17
206,252,51,42,5,2024-05-04,1817072.02,132927.98,5
207,308,37,25,3,2024-05-10,1972246.02,27753.98,15
208,580,19,2,1,2023-06-22,1014967.38,35032.62,5
209,581,56,18,2,2024-03-03,2040091.44,59908.56,7
210,166,6,24,3,2023-10-21,763792.18,26207.82,4
211,619,23,51,7,2024-05-19,2728801.26,121198.74,NULL
212,853,39,16,2,2023-11-15,978166.77,21833.23,14
213,1079,40,6,1,2024-05-12,1100840.42,19159.58,14
214,1145,38,21,3,2022-11-26,663300.06,16699.94,5
215,1159,13,33,4,2023-06-01,1337501.83,52498.17,NULL
216,112,17,25,3,2023-05-04,790174.22,49825.78,11
217,249,68,51,7,2024-09-17,2201160.56,98839.44,16
218,317,36,7,1,2024-10-20,1205886.38,34113.62,1
219,248,33,4,1,2023-11-15,1722650.03,27349.97,NULL
220,991,101,19,2,2023-10-22,10315565.46,184434.54,NULL
221,300,23,4,1,2024-04-17,2765450.22,84549.78,16
222,593,62,24,3,2024-06-23,1036209.56,63790.44,14
223,581,61,4,1,2023-01-21,8196304.87,303695.13,NULL
224,727,115,8,1,2023-01-06,5519864.52,80135.48,NULL
225,715,119,24,3,2022-09-12,12833693.96,666306.04,15
226,287,79,39,5,2023-11-21,1441462.98,58537.02,NULL
227,370,56,33,4,2023-02-11,2004804.64,95195.36,19
228,827,1,33,4,2022-02-04,441615.62,18384.38,NULL
229,475,101,12,2,2024-10-13,10182558.17,317441.83,3
230,513,3,4,1,2023-09-01,539312.46,20687.54,15
231,1176,26,23,3,2023-05-07,4349165.52,250834.48,17
232,394,1,47,6,2024-04-26,440380.71,19619.29,14
233,148,79,33,4,2024-09-16,1467887.68,32112.32,16
234,731,59,25,3,2024-06-21,4159961.50,140038.50,3
235,1060,9,6,1,2022-08-01,931576.80,8423.20,NULL
236,515,49,50,7,2024-12-03,848149.71,71850.29,17
237,1025,77,50,7,2024-02-16,1239947.21,160052.79,NULL
238,67,36,31,4,2024-01-07,1186896.70,53103.30,NULL
239,128,9,54,7,2023-08-27,847032.42,92967.58,3
240,166,54,59,8,2023-01-02,1387959.44,112040.56,12
241,622,32,20,3,2022-10-26,1320609.88,29390.12,13
242,38,13,40,5,2023-02-23,1340502.08,49497.92,15
243,754,49,4,1,2022-04-19,919630.17,369.83,18
244,31,33,33,4,2022-02-06,1702827.42,47172.58,20
245,501,94,33,4,2023-02-03,11332299.27,167700.73,NULL
246,732,100,17,2,2023-05-18,7313365.71,86634.29,NULL
247,548,60,33,4,2022-11-23,4478237.72,321762.28,3
248,281,57,14,2,2024-04-12,2718810.00,81190.00,NULL
249,482,66,7,1,2024-01-27,1947367.02,2632.98,13
250,174,30,17,2,2024-06-02,941470.96,8529.04,14
251,625,29,34,4,2024-10-11,682285.80,47714.20,NULL
252,444,41,48,6,2023-11-26,1492209.92,157790.08,2
253,1134,82,49,6,2023-12-18,3527482.13,272517.87,19
254,533,30,42,5,2024-04-01,924500.09,25499.91,NULL
255,512,37,16,2,2023-08-12,1978500.21,21499.79,20
256,629,40,7,1,2024-06-01,1100292.06,19707.94,12
257,1140,2,24,3,2022-11-18,475867.62,14132.38,6
258,566,51,12,2,2023-03-20,1898833.70,51166.30,2
259,1038,62,4,1,2023-04-23,1056353.27,43646.73,NULL
260,724,12,6,1,2023-02-15,1244340.87,5659.13,7
261,761,68,17,2,2023-11-05,2297728.10,2271.90,NULL
262,836,109,17,2,2024-09-06,8867411.31,132588.69,5
263,53,8,54,7,2023-10-17,611651.81,68348.19,7
264,1194,5,24,3,2024-02-03,671387.39,48612.61,NULL
265,1177,73,33,4,2024-11-17,697159.67,42840.33,17
266,650,77,31,4,2022-04-25,1303892.12,96107.88,11
267,237,48,42,5,2024-05-12,2630024.57,119975.43,12
268,472,46,31,4,2024-12-18,1560485.38,39514.62,NULL
269,283,80,39,5,2023-02-14,1391562.74,58437.26,16
270,406,115,28,4,2022-04-18,5304975.69,295024.31,4
271,70,11,7,1,2024-03-28,1135440.03,24559.97,14
272,824,33,19,2,2022-11-11,1708596.54,41403.46,NULL
273,93,29,59,8,2024-09-24,653253.33,76746.67,16
274,376,62,42,5,2024-02-01,1049825.48,50174.52,15
275,899,17,26,3,2022-05-11,829166.29,10833.71,17
276,874,50,32,4,2022-03-27,1259950.73,90049.27,NULL
277,882,61,42,5,2023-05-06,8354538.95,145461.05,15
278,347,36,19,2,2024-11-22,1226180.02,13819.98,18
279,346,2,49,6,2023-10-01,453763.06,36236.94,NULL
280,578,122,17,2,2023-02-15,16305338.56,194661.44,4
281,886,15,25,3,2024-10-04,2283139.38,166860.62,NULL
282,456,40,38,5,2023-07-24,1074336.88,45663.12,NULL
283,645,88,42,5,2024-10-11,6556459.73,143540.27,2
284,17,77,57,8,2024-09-09,1298765.46,101234.54,6
285,579,3,42,5,2024-10-01,539806.89,20193.11,20
286,365,17,17,2,2023-04-12,823729.77,16270.23,NULL
287,615,37,7,1,2023-09-20,1971429.77,28570.23,4
288,589,51,16,2,2024-02-15,1875407.39,74592.61,NULL
289,816,78,19,2,2024-11-20,1475279.82,24720.18,10
290,441,80,17,2,2023-05-22,1431578.14,18421.86,15
291,534,103,24,3,2022-09-02,15543829.78,456170.22,19
292,1098,4,55,7,2023-05-20,571280.98,48719.02,NULL
293,777,28,9,1,2024-08-21,988051.08,1948.92,18
294,322,45,19,2,2022-10-12,1085413.91,14586.09,8
295,74,75,55,7,2022-06-16,772955.47,27044.53,1
296,507,4,19,2,2023-06-27,601634.96,18365.04,3
297,1034,75,7,1,2022-10-18,780644.10,19355.90,19
298,398,85,45,6,2023-07-01,5562556.24,337443.76,4
299,1181,37,17,2,2022-06-09,1961332.04,38667.96,NULL
300,501,51,33,4,2024-10-23,1917828.40,32171.60,1
301,476,54,24,3,2023-05-26,1428307.76,71692.24,18
302,1004,15,4,1,2023-07-24,2367714.30,82285.70,NULL
303,1011,36,7,1,2024-01-23,1211960.51,28039.49,1
304,429,80,17,2,2023-12-08,1431333.40,18666.60,NULL
305,167,113,25,3,2023-10-06,9108634.76,391365.24,7
306,233,38,24,3,2023-07-05,642641.07,37358.93,13
307,241,36,7,1,2024-04-11,1209491.02,30508.98,6
308,1072,81,6,1,2024-07-09,3433904.59,66095.41,11
309,278,69,50,7,2023-03-03,704481.66,95518.34,7
310,193,41,12,2,2023-08-03,1626870.12,23129.88,NULL
311,29,103,16,2,2024-06-24,15804319.79,195680.21,NULL
312,522,66,25,3,2022-03-24,1905176.35,44823.65,19
313,1070,78,4,1,2023-11-20,1483365.75,16634.25,NULL
314,970,1,54,7,2024-02-26,420742.16,39257.84,16
315,663,2,50,7,2024-06-16,460875.36,29124.64,4
316,806,50,19,2,2023-11-11,1321342.98,28657.02,NULL
317,341,103,48,6,2024-08-16,14519056.35,1480943.65,4
318,892,23,28,4,2023-07-22,2762335.44,87664.56,20
319,392,24,33,4,2024-03-12,1102205.82,47794.18,10
320,756,118,19,2,2023-01-09,6430598.05,169401.95,9
321,118,87,19,2,2024-12-21,4712739.70,87260.30,18
322,79,77,48,6,2022-10-28,1250781.17,149218.83,4
323,128,60,4,1,2024-09-24,4796798.50,3201.50,NULL
324,649,96,48,6,2023-12-17,5327985.25,172014.75,14
325,126,72,44,6,2023-03-02,519861.49,30138.51,17
326,7,60,24,3,2023-08-23,4727204.57,72795.43,NULL
327,186,3,4,1,2023-12-25,556206.88,3793.12,12
328,506,79,25,3,2024-03-25,1418570.06,81429.94,13
329,365,77,39,5,2022-03-07,1371122.58,28877.42,15
330,1004,49,17,2,2023-06-21,894716.93,25283.07,19
331,1102,70,24,3,2023-09-10,1368574.46,31425.54,NULL
332,551,8,23,3,2023-01-04,652105.18,27894.82,16
333,662,50,7,1,2024-05-04,1316008.51,33991.49,NULL
334,864,41,6,1,2022-11-10,1639258.79,10741.21,1
335,935,70,24,3,2023-11-09,1325236.71,74763.29,16
336,615,16,42,5,2024-07-14,617245.66,22754.34,19
337,59,7,25,3,2024-12-17,831378.43,18621.57,NULL
338,267,80,42,5,2024-05-25,1423192.90,26807.10,13
339,2,26,8,1,2023-02-08,4442171.76,157828.24,8
340,1138,43,1,1,2022-02-18,1429616.96,40383.04,NULL
341,771,71,50,7,2024-06-11,3515171.45,384828.55,11
342,870,58,50,7,2023-10-19,3676801.48,123198.52,NULL
343,482,49,6,1,2022-08-13,886343.24,33656.76,NULL
344,385,27,4,1,2023-09-14,576502.66,3497.34,16
345,864,30,7,1,2024-07-03,936841.10,13158.90,NULL
346,829,10,30,4,2022-07-22,981972.85,38027.15,13
347,112,36,25,3,2022-10-15,1190246.62,49753.38,NULL
348,1096,93,42,5,2024-08-13,6752024.22,447975.78,1
349,529,53,17,2,2023-01-28,823548.72,16451.28,20
350,517,79,39,5,2024-08-06,1458608.43,41391.57,15
351,73,42,19,2,2023-06-06,2142771.97,7228.03,5
352,883,108,35,4,2024-04-27,6363339.16,436660.84,NULL
353,1166,14,45,6,2022-08-24,985604.43,94395.57,NULL
354,162,79,25,3,2023-01-24,1461882.78,38117.22,NULL
355,888,98,51,7,2024-08-18,12503653.00,1496347.00,2
356,969,38,24,3,2024-03-17,645805.26,34194.74,6
357,559,8,36,5,2023-02-09,654332.40,25667.60,NULL
358,199,6,33,4,2022-08-24,748349.61,41650.39,NULL
359,674,54,33,4,2022-05-12,1410963.42,89036.58,16
360,349,34,17,2,2024-08-03,2144438.20,55561.80,NULL
361,426,57,17,2,2023-05-22,2747653.43,52346.57,19
362,721,46,10,1,2022-12-18,1552380.67,47619.33,NULL
363,1101,4,21,3,2022-12-19,603036.22,16963.78,NULL
364,822,42,42,5,2023-08-11,2029105.54,120894.46,11
365,1091,50,24,3,2023-10-15,1323785.61,26214.39,NULL
366,7,41,25,3,2024-09-04,1595548.01,54451.99,NULL
367,841,1,58,8,2022-08-03,421377.88,38622.12,1
368,512,69,19,2,2024-01-20,771727.60,28272.40,NULL
369,396,22,33,4,2024-04-16,1914231.67,135768.33,NULL
370,601,1,14,2,2023-04-20,451836.78,8163.22,6
371,1025,81,58,8,2023-11-06,3317868.01,182131.99,3
372,67,46,8,1,2024-11-03,1549885.27,50114.73,NULL
373,1101,76,53,7,2023-10-02,802088.33,47911.67,2
374,1048,48,17,2,2022-03-09,2666626.55,83373.45,NULL
375,347,79,45,6,2024-10-07,1419291.46,80708.54,3
376,1007,75,23,3,2023-06-26,770381.94,29618.06,9
377,287,27,28,4,2024-08-23,564065.60,15934.40,NULL
378,625,48,7,1,2022-10-05,2733882.12,16117.88,13
379,467,8,17,2,2022-01-12,660385.01,19614.99,NULL
380,832,22,60,8,2023-08-17,1930512.34,119487.66,16
381,1076,54,33,4,2022-12-11,1464765.73,35234.27,5
382,245,42,17,2,2023-09-01,2077761.97,72238.03,NULL
383,1074,98,45,6,2022-09-11,12940655.21,1059344.79,18
384,1102,81,43,6,2023-04-09,3143859.99,356140.01,8
385,935,17,17,2,2022-03-27,809173.11,30826.89,NULL
386,621,16,4,1,2024-07-04,626254.50,13745.50,NULL
387,150,4,17,2,2023-02-19,614668.15,5331.85,19
388,881,19,7,1,2023-09-19,1016157.83,33842.17,NULL
389,2,50,24,3,2023-03-17,1297354.35,52645.65,10
390,1090,36,18,2,2023-09-04,1191529.44,48470.56,NULL
391,654,118,24,3,2022-01-14,6267501.43,332498.57,15
392,1104,26,19,2,2024-04-17,4543809.38,56190.62,NULL
393,615,99,24,3,2022-03-25,5217618.24,182381.76,6
394,322,60,35,4,2024-10-25,4542777.13,257222.87,9
395,622,36,24,3,2023-10-15,1204683.54,35316.46,14
396,828,38,4,1,2024-12-25,672541.56,7458.44,NULL
397,525,49,11,2,2023-06-18,899393.02,20606.98,7
398,902,18,28,4,2022-10-24,782627.34,37372.66,NULL
399,799,71,57,8,2023-08-13,3762179.80,137820.20,11
400,757,36,12,2,2022-10-11,1191531.93,48468.07,NULL
401,309,61,44,6,2022-04-19,7826862.36,673137.64,18
402,597,20,33,4,2022-10-23,1371201.93,78798.07,NULL
403,914,31,13,2,2023-07-11,1438458.86,11541.14,NULL
404,48,38,17,2,2024-10-27,665627.59,14372.41,NULL
405,34,12,27,3,2024-05-18,1200599.29,49400.71,3
406,1158,76,42,5,2023-10-28,798074.22,51925.78,15
407,391,78,33,4,2024-07-24,1471301.52,28698.48,6
408,696,78,33,4,2024-06-01,1448868.05,51131.95,20
409,39,28,45,6,2023-04-22,891890.91,98109.09,7
410,1177,122,38,5,2024-04-06,16235112.47,264887.53,2
411,1107,9,45,6,2023-04-07,894736.06,45263.94,9
412,445,11,12,2,2024-06-27,1116012.16,43987.84,7
413,916,25,23,3,2023-10-03,708202.48,51797.52,19
414,250,8,37,5,2023-08-24,632589.41,47410.59,7
415,1039,36,58,8,2024-01-13,1113139.26,126860.74,4
416,635,47,19,2,2024-04-23,2591217.05,8782.95,NULL
417,966,17,25,3,2024-01-28,819050.49,20949.51,5
418,288,75,20,3,2023-04-24,760274.29,39725.71,14
419,859,72,49,6,2024-10-06,515429.13,34570.87,NULL
420,62,39,45,6,2023-11-20,941103.45,58896.55,NULL
421,964,5,19,2,2022-06-20,699191.35,20808.65,4
422,457,3,3,1,2023-12-28,539881.59,20118.41,20
423,2,51,48,6,2023-05-18,1827340.23,122659.77,4
424,1170,16,24,3,2024-03-22,630443.94,9556.06,13
425,216,36,13,2,2024-05-15,1206849.52,33150.48,19
426,547,20,57,8,2023-03-24,1284531.51,165468.49,13
427,406,86,29,4,2022-10-06,3768157.32,131842.68,16
428,705,30,24,3,2022-09-18,915427.81,34572.19,NULL
429,1054,107,35,4,2022-05-28,4323414.11,176585.89,4
430,702,34,36,5,2023-09-18,2161337.88,38662.12,15
431,247,37,43,6,2023-07-18,1762823.89,237176.11,17
432,1047,16,7,1,2022-10-17,624616.03,15383.97,17
433,1092,25,33,4,2024-03-06,747833.70,12166.30,20
434,312,64,17,2,2022-01-13,1600787.03,19212.97,NULL
435,976,20,58,8,2023-02-23,1333973.66,116026.34,20
436,137,38,29,4,2023-03-26,633360.63,46639.37,NULL
437,327,45,24,3,2022-05-08,1025418.42,74581.58,13
438,1200,95,4,1,2022-04-11,4198190.80,1809.20,10
439,965,51,31,4,2022-10-15,1912519.84,37480.16,NULL
440,700,12,40,5,2024-02-15,1205556.71,44443.29,16
441,461,15,42,5,2023-08-12,2390029.99,59970.01,NULL
442,886,79,21,3,2024-11-24,1460172.09,39827.91,17
443,515,91,11,2,2024-07-19,6763386.60,136613.40,NULL
444,213,117,42,5,2024-06-17,9565319.20,634680.80,NULL
445,221,80,6,1,2022-02-25,1436160.37,13839.63,NULL
446,864,71,42,5,2023-10-28,3753186.15,146813.85,NULL
447,817,65,7,1,2023-11-07,5863936.80,136063.20,11
448,845,73,5,1,2024-05-22,729816.13,10183.87,NULL
449,914,40,17,2,2024-04-26,1112805.47,7194.53,NULL
450,660,75,50,7,2024-11-28,769601.40,30398.60,18
451,467,36,36,5,2024-09-11,1181338.10,58661.90,13
452,995,51,19,2,2024-12-11,1948757.67,1242.33,10
453,1148,60,51,7,2023-09-07,4615666.89,184333.11,13
454,299,58,45,6,2022-06-28,3359022.36,440977.64,NULL
